2026-02-17 14:09:50.321 | INFO     | graph:node_generate_fun_fact:230 | [61ea2997-8d66-430a-819f-c64b27240f91] Node: Generate Fun Fact for 'apple'
2026-02-17 14:26:01.141 | DEBUG    | stream.question_generators:ask_introduction_question_stream:140 | Chunk 9 | length=3, total_length=50
2026-02-17 14:26:01.141 | DEBUG    | stream.question_generators:ask_introduction_question_stream:140 | Chunk 10 | length=4, total_length=54
2026-02-17 14:26:01.141 | DEBUG    | stream.question_generators:ask_introduction_question_stream:145 | Gemini streaming API does not provide token usage in stream mode
2026-02-17 14:26:01.141 | DEBUG    | stream.question_generators:ask_introduction_question_stream:164 | Cleaned up stream via del in finally block
2026-02-17 14:26:01.141 | INFO     | stream.question_generators:ask_introduction_question_stream:169 | ask_introduction_question_stream completed | duration=0.000s, response_length=54
2026-02-17 14:26:01.141 | INFO     | graph:stream_generator_to_callback:436 | [fbd223d2-162d-4e5e-87f2-74995078c2e3] Stream finished in 0.000s for introduction
2026-02-17 14:26:01.141 | INFO     | graph:node_generate_response:573 | [fbd223d2-162d-4e5e-87f2-74995078c2e3] Node: Generate Response finished in 0.000s
2026-02-17 14:26:01.141 | INFO     | graph:node_generate_question:586 | [fbd223d2-162d-4e5e-87f2-74995078c2e3] Node: Generate Question
2026-02-17 14:26:01.142 | INFO     | graph:node_finalize:972 | [fbd223d2-162d-4e5e-87f2-74995078c2e3] Node: Finalize
2026-02-17 14:26:01.142 | INFO     | graph:node_finalize:1030 | [fbd223d2-162d-4e5e-87f2-74995078c2e3] Node: Finalize finished in 0.000s
2026-02-17 14:26:01.143 | INFO     | graph:node_analyze_input:168 | [fbd223d2-162d-4e5e-87f2-74995078c2e3] Node: Analyze Input
2026-02-17 14:26:01.143 | INFO     | stream.validation:decide_topic_switch_with_validation:140 | [VALIDATE] LLM Call Duration: 0.000s (using gemini-2.5-flash-lite async)
2026-02-17 14:26:01.143 | INFO     | stream.validation:decide_topic_switch_with_validation:145 | [VALIDATE] CONTINUE | new_object=None, engaged=True, correct=True, switch_reasoning=Stay, correctness_reasoning=Correct
2026-02-17 14:26:01.143 | INFO     | graph:node_analyze_input:219 | [fbd223d2-162d-4e5e-87f2-74995078c2e3] Node: Analyze Input finished in 0.000s
2026-02-17 14:26:01.144 | INFO     | graph:node_route_logic:260 | [fbd223d2-162d-4e5e-87f2-74995078c2e3] Node: Route Logic
2026-02-17 14:26:01.144 | INFO     | graph:node_route_logic:345 | [fbd223d2-162d-4e5e-87f2-74995078c2e3] Node: Route Logic finished in 0.000s
2026-02-17 14:26:01.144 | INFO     | graph:node_generate_response:446 | [fbd223d2-162d-4e5e-87f2-74995078c2e3] Node: Generate Response (feedback)
2026-02-17 14:26:01.144 | INFO     | stream.response_generators:generate_feedback_response_stream:54 | generate_feedback_response_stream started | object=banana, age=None
2026-02-17 14:26:01.144 | INFO     | graph:stream_generator_to_callback:369 | [fbd223d2-162d-4e5e-87f2-74995078c2e3] Time to First Token (TTFT): 0.000s for feedback
2026-02-17 14:26:01.144 | INFO     | stream.response_generators:generate_feedback_response_stream:109 | generate_feedback_response_stream completed | duration=0.000s, length=54
2026-02-17 14:26:01.144 | INFO     | graph:stream_generator_to_callback:436 | [fbd223d2-162d-4e5e-87f2-74995078c2e3] Stream finished in 0.000s for feedback
2026-02-17 14:26:01.144 | INFO     | graph:node_generate_response:573 | [fbd223d2-162d-4e5e-87f2-74995078c2e3] Node: Generate Response finished in 0.000s
2026-02-17 14:26:01.145 | INFO     | graph:node_generate_question:586 | [fbd223d2-162d-4e5e-87f2-74995078c2e3] Node: Generate Question
2026-02-17 14:26:01.145 | INFO     | stream.question_generators:generate_followup_question_stream:222 | generate_followup_question_stream started | object=banana, age=None, is_switch=False
2026-02-17 14:26:01.145 | INFO     | graph:stream_generator_to_callback:369 | [fbd223d2-162d-4e5e-87f2-74995078c2e3] Time to First Token (TTFT): 0.000s for followup_question
2026-02-17 14:26:01.145 | INFO     | stream.question_generators:generate_followup_question_stream:280 | generate_followup_question_stream completed | duration=0.000s, length=54
2026-02-17 14:26:01.145 | INFO     | graph:stream_generator_to_callback:436 | [fbd223d2-162d-4e5e-87f2-74995078c2e3] Stream finished in 0.000s for followup_question
2026-02-17 14:26:01.145 | INFO     | graph:node_generate_question:634 | [fbd223d2-162d-4e5e-87f2-74995078c2e3] Node: Generate Question finished in 0.000s
2026-02-17 14:26:01.145 | INFO     | graph:node_finalize:972 | [fbd223d2-162d-4e5e-87f2-74995078c2e3] Node: Finalize
2026-02-17 14:26:01.145 | INFO     | graph:node_finalize:1030 | [fbd223d2-162d-4e5e-87f2-74995078c2e3] Node: Finalize finished in 0.000s
2026-02-17 14:26:01.147 | INFO     | paixueji_app:manual_critique:1522 | [MANUAL-CRITIQUE] Report saved: /Users/huangjiachen/Desktop/PROJECTS/AI_ask_ask/Gemini/paixueji/reports/HF/banana_20260217_142601.md | exchanges critiqued: 1
2026-02-17 14:26:01.147 | INFO     | paixueji_app:critique_conversation:1282 | [CRITIQUE] Task 72a74431... spawned for session fbd223d2...
2026-02-17 14:26:01.149 | INFO     | theme_classifier:classify_object_to_theme:56 | [THEME_CLASSIFY] Classifying object: banana
2026-02-17 14:26:01.149 | INFO     | theme_classifier:classify_object_to_theme:74 | [THEME_CLASSIFY] SUCCESS: banana -> nature | Concept: Change | Question: How does it change? | Thinking: Test
